Brand Name,Generic Name,Manufactor Name,Total Spending 2016,Total Units 2016,Total Spending 2017,Total Units 2017,Total Spending 2018,Total Units 2018,Total Spending 2019,Total Units 2019,Total Spending 2020,Total Units 2020
Gabapentin,Gabapentin,Sciegen Pharmac,,,,,2419331.25,17347542,32165375.48,207748743.3,55559247.77,331327825.1
Gabapentin,Gabapentin,Solco Healthcar,18796637.5,105706310.8,9274848.13,47675657.22,18807912.63,87645140.76,18544181.76,71648448.4,9785824.94,39568533.5
Gabapentin,Gabapentin,Mylan Instituti,1280.7,5284,8021.72,20065,14768.53,40854,7921.96,21509,2538.42,5211
Gabapentin,Gabapentin,Strides Pharma,,,,,,,,,156546.57,1259459
Gabapentin,Gabapentin,Amneal Pharmace,78409253.84,669389960.8,69655727.64,733191049,78161289.26,605823774.8,52493837.24,391982788.1,61064518.67,515343992.3
Gabapentin,Gabapentin,Acetris Health,154946.38,3231662,177237.18,3580584,73852.35,1503717,8181.12,187605,3595.94,83075
Gabapentin,Gabapentin,Pharmaceutica N,149.9,1005,32.02,167,183.98,2147,244.86,2193,483.01,4543
Gabapentin,Gabapentin,Aphena Pharma S,272.12,4365,396.96,3013,2793.65,15742,759.29,4050,1439.48,3386
Gabapentin,Gabapentin,Aci Healthcare,,,776006.6,3167934.704,27019499.73,107589916.2,58653962.72,240300220.8,32453915.68,161062886
Gabapentin,Gabapentin,Epic Pharma LLC,,,6378.25,57660,84476.29,761714,11474.06,97290,8059.53,74650
Gabapentin,Gabapentin,Pd-Rx Pharm,345.57,2730,319.65,2190,653.04,2121,789.27,4360,502.4,2610
Gabapentin,Gabapentin,Tagi Pharma,,,,,,,27077.69,86430,1785096.14,6401609.45
Gabapentin,Gabapentin,"Cipla USA, Inc.",24308035.96,205449841,80430737.42,688752439.6,77298884.56,628569346.2,77409042.91,654521624.4,67856137.8,662984890
Gabapentin,Gabapentin,Camber Pharmace,60263515.24,481395501.4,1626432.7,11595548,132188.83,852720,47823.94,297458,3639.87,23457
Gabapentin,Gabapentin,Avpak,285.58,1016,3153.72,13850,11613.33,36041,6129.72,21087,717.7,1921
Gabapentin,Gabapentin,Bluepoint Labor,8575886.09,30815241.18,10349104.19,37924133.19,9145673.7,33798745.65,11828582.01,39363374.5,12149515.58,41677087.01
Gabapentin,Gabapentin,Bi-Coastal Phar,10866.32,126603,764057.85,8816028,169989.66,1710780,21243.55,210281,16111.29,179462
Gabitril,Tiagabine HCl,"Cephalon,Inc.-T",6899891.29,734570.5,6879873.79,661907,4449952.45,420469.5,2573828.62,230767,2159312.78,188053.5
Gablofen,Baclofen,Piramal Critica,,,,,,,,,109597.76,2421
Galafold,Migalastat HCl,Amicus Therapeu,,,,,1324671.37,742,10054574,5572,16524294.55,9002
Galantamine ER,Galantamine HBr,Actavis/Teva,2086456.21,855025,3973808.67,1389940,2460865.37,850698,935581.08,332243,788246.79,293136
Galantamine ER,Galantamine HBr,Sun Pharma Glob,8594197.23,3566940,8925983.07,3147124,8063373.11,2884961,6282848.55,2382252,5364963.27,2014650
Galantamine ER,Galantamine HBr,Aurobindo Pharm,,,1916541.78,639511,6037431.86,2112664,8393242.51,3070391,8117931.06,3171947
Galantamine ER,Galantamine HBr,Patriot Pharmac,4813226.89,1776021,3539908.29,1204953,1323867.36,470193,804132.65,314916,938750.06,365598
Galantamine HBr,Galantamine HBr,Apotex Corp,3474734.8,2371826,2415249.33,1506284.5,877887.45,557321.5,129692.77,91776,66078.1,47847
Galantamine HBr,Galantamine HBr,Aurobindo Pharm,11372.41,7053,8501.42,5283,17862.55,9878,452727.4,384059,1103125.22,1000947.5
Galantamine HBr,Galantamine HBr,West-Ward/Hikma,9550.83,7032,916533.94,641750,1931207.64,1406233,597040.13,426062,70054.86,52927
Galantamine HBr,Galantamine HBr,Patriot Pharmac,4320546.92,2796462.499,4230970.74,2551283.5,2827236.49,1846172.5,1682221.03,1181898.5,116448.08,86339
Galantamine HBr,Galantamine HBr,Slate Run Pharm,,,,,544297.01,569610,1631960.19,1145319,2913138.58,2147245.5
Galantamine HBr,Galantamine HBr,Zydus Pharmaceu,198390.16,130502,160776.47,110464,36362.98,24757,9477.92,6647,8512.37,5421
Galantamine HBr,Galantamine HBr,Rising Pharm,865134.18,620370,2114667.69,1446191,3425784.09,2406047.5,4725886.22,3435632.17,4362095.6,3301492
Galantamine Hydrobromide,Galantamine HBr,Roxane/West-War,382461.53,146710,339974.81,126722,313845.26,117829.5,309109.93,110519,337609.39,119503
Gamastan,Immune Globul G (IgG)/Glycine,Grifols Therape,,,,,56229.77,1308,263232.81,5563,295295.83,5936
Gamastan S-D,Immune Globul G (IgG)/Glycine,Grifols Therape,254803.01,6926,264745.17,6458,232336.4,5302,23568.06,527,10252.28,198
Gammagard Liquid,Immun Glob G(IgG)/Gly/IgA Ov50,Baxalta US Inc.,327857981.4,25140219.01,345590982.7,26418462.95,350643335.7,26268731,370949017.3,27092983.03,398653215,28631490.01
Gammagard S-D,Immun Glob G/Gly/Gluc/IgA 0-50,Baxalta US Inc.,5787387.09,4338,6144724.41,9818,6269988.7,5656.09,7510673.58,4928,7161745.37,11170
Gammaked,Immune Globul G/Gly/IgA Avg 46,Kedrion Biophar,19132750.25,1584030,32707107.49,2600730,51315688.67,3962890,86833965.04,6536690,113349510.1,7847370
Gammaplex,Immun Glob G(IgG)/Gly/IgA 0-50,Bio Products La,,,13799327.68,901650,58880153.3,3707411,104398185.6,6239023,169036768.1,9970288.3
Gammaplex,Immun Glob G/Sorb/Gly/IgA 0-50,Bio Products La,35206419.66,5126371,43269717.93,5916371.9,11512666.23,1508600,9736772.65,1167800,7575796.59,891180
Gamunex-C,Immune Globul G/Gly/IgA Avg 46,Grifols Therape,184235934.5,17850817.08,218908269.9,20596335.16,285491001,26289577.84,339717613.3,29937388.1,376430460.3,32337007.3
Ganciclovir Sodium,Ganciclovir Sodium,Sagent Pharmace,,,,,10367.39,1620.05,12243.48,23569.2,16692.1,32842
Ganciclovir Sodium,Ganciclovir Sodium,Fresenius Kabi,299872.35,83108.279,217742.44,38367.752,86834.5,10599.85,52535.41,4194.02,94531.23,7567.816
Gardasil 9,HPv Vaccine 9-Valent/PF,Merck Sharp & D,76047,209.5,130429.92,322.5,185480.48,440.5,589763.14,1208,792410.12,1537.5
Gastrocrom,Cromolyn Sodium,Meda/Mylan Spec,302131.01,167680,392535.31,210600,419273.43,212840,550248.79,280160,458009.84,231120
Gatifloxacin,Gatifloxacin,Lupin Pharmaceu,4370860.86,133023.5,4360597.85,138557.667,4116007.2,132650,1466280.44,50722.5,252712.53,9792.5
Gatifloxacin,Gatifloxacin,Hi-Tech/Akorn C,4138230.62,123209.167,3232735.28,123926.5,2832824.64,91050.5,1818993.3,61128,639561.18,26712.333
Gatifloxacin,Gatifloxacin,Greenstone/Pras,2728305.47,87593,2492705.09,79081,1995111.87,64886.5,2631142.72,93314,2886364.11,113129.75
Gatifloxacin,Gatifloxacin,Mylan,,,,,,,165325,5922.5,9861.57,362.5
Gatifloxacin,Gatifloxacin,Sandoz,37671.74,1295,756416.97,25528.834,525533.51,16962.5,666519.22,23787.5,375963.94,14657
Gattex,Teduglutide,Nps Pharmaceuti,103438427.5,3367.08,164676352.4,4661,240893428.1,6243,277391826.4,6902,297339981.2,7227
Gauze Bandage,Gauze Bandage,Walgreen Co.,92.84,848,92.56,850,535.21,3485,145.23,1010,531.84,4274
Gauze Bandage,Gauze Bandage,Rite Aid Corp.,115.27,901,223.38,1730,178.66,1415,162.27,1355,153.18,1220
Gauze Pad,Gauze Bandage,CVS,,,210.8,1475,239.99,1539,174.47,1372,648.72,4120
Gauze Pads,Gauze Bandage,Walgreen Co.,1699.55,11257,1890.39,11263,2571.14,14048,1774.3,11613,5857.54,39078
Gauze Pads,Gauze Bandage,Rite Aid Corp.,671,6366,592.66,5436,721.28,6890,382.1,3682,279.66,2865
Gavilyte-C,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",Gavis/Lupin,2931914.58,806852075.9,3109755.8,833990375,3614363.96,660210058,5121935.57,864959818.5,2532126.31,665743342
Gavilyte-G,"PEG3350/Sod Sulf,Bicarb,Cl/KCl",Gavis/Lupin,4539485.93,1313493560,5456222.89,1662907343,6293779.96,1911802430,6907808.33,2053874553,4465381.5,1372397640
Gavilyte-N,Sodium Chloride/NaHCO3/KCl/PEG,Gavis/Lupin,4819050.84,1145554349,4935026,1186936491,3854426.48,907411950,3126037.74,798659502.4,1936135.48,531380328.8
Gazyva,Obinutuzumab,"Genentech, Inc.",1077955.43,7720,1106000.17,7280,1304424.14,8160,1752530.93,10520,1888806.8,11080
Gelnique,Oxybutynin Chloride,Allergan Inc.,,,188919.14,16560,468921.12,37550,1985145.66,154358,1641193.79,128415
Gemcitabine HCl,Gemcitabine HCl,Northstar Rx Ll,,,,,,,3594.56,84,9421.81,253
Gemcitabine HCl,Gemcitabine HCl,Mylan Instituti,3114.6,49,,,4365.44,168,14432.24,1227,16607.56,2134.2
Gemcitabine HCl,Gemcitabine HCl,Sagent Pharmace,74584.48,874.7,104939.06,1420,77600.23,1485,76191.62,3029,87661.7,4076.4
Gemcitabine HCl,Gemcitabine HCl,Meitheal Pharma,,,,,,,5972.96,659,15036.06,1756
Gemcitabine HCl,Gemcitabine HCl,Hospira/Pfizer,33590.48,8686.32,29469.19,7128.3,42892.61,11209.997,91863.26,24085.705,110295.28,29986.86
Gemcitabine HCl,Gemcitabine HCl,Bluepoint Labor,,,,,8581,362,12720.59,2080,13901.57,3612
Gemcitabine HCl,Gemcitabine HCl,Athenex Pharmac,,,,,1794.76,54,5324.01,152,2363.53,58
Gemcitabine HCl,Gemcitabine HCl,App/Premierpro,,,3308.85,208,3696.75,454,2460.83,170,1395.31,133
Gemcitabine HCl,Gemcitabine HCl,Armas Pharmaceu,,,,,,,,,1239.56,1535.68
Gemcitabine HCl,Gemcitabine HCl,Actavis/Teva,49971.75,985,63199.6,3330.6,82206.36,5032.58,59803.67,5315.82,32476.71,3135.5
Gemcitabine HCl,Gemcitabine HCl,App/Fresenius K,,,16177.88,582,8405.1,314,24566.42,638,31514.79,742
Gemcitabine HCl,Gemcitabine HCl,Accord Healthca,255794.27,4143,321304.17,3549,46981.79,2110,17540.96,496,13048.43,422
Gemfibrozil,Gemfibrozil,West-Ward/Hikma,47438.75,301378,37740.19,206694,26583.86,150991,27101.83,147166,25944.57,145054
Gemfibrozil,Gemfibrozil,Rising Pharm,618628.73,3679646,1290631.65,7396726,1335357.4,7160657,176729.18,946567,31560.38,193030
Gemfibrozil,Gemfibrozil,Puracap Laborat,108654.11,625903,86039.39,385029,395487.89,2107667,628075.65,3141820,70389.42,319452
Gemfibrozil,Gemfibrozil,Northstar Rx Ll,2051526.91,13356287.67,2315983.63,13303002.75,2687960.11,15450150.23,1552822.16,8154822,1133046.91,5749230.132
Gemfibrozil,Gemfibrozil,Nivagen Pharmac,,,45879.13,430117,411967.94,3751022,1145112.13,11126660,167212.52,1593947
Gemfibrozil,Gemfibrozil,Teva USA,5274595.52,30648603.5,5048412.04,28332844.5,2877866.57,15152643.7,112514.75,477105,6263.17,38942
Gemfibrozil,Gemfibrozil,Exelan Pharmace,55497.02,193378,59237.29,185395,69529.12,266198,122367.56,661363,55530.58,200722
Gemfibrozil,Gemfibrozil,Epic Pharma LLC,,,1559361.29,10020377.3,4790305.15,26850668.8,177871.56,819309,47209.93,204660
Gemfibrozil,Gemfibrozil,AHP,21025.96,95741,13568.5,56658,11440.47,60097,10793.4,56652,2354.64,7903
Gemfibrozil,Gemfibrozil,Camber Pharmace,11859779.22,72855568.68,509514.74,2815247,38532.75,228609,11855.27,63157,2389.35,13875
Gemfibrozil,Gemfibrozil,Aurobindo Pharm,,,,,426998.35,2363900,6027002.45,34060849,6126709.57,36923537
Gemfibrozil,Gemfibrozil,Avpak,247.83,1020,562.72,1321,1548.69,7042,1473.35,8339,490.13,1151
Gemfibrozil,Gemfibrozil,"Cipla USA, Inc.",5594639.87,34096040.5,16551866.64,90547747.9,14123614.18,68489117.5,16211394.15,70291927.5,18529404.6,77847508.25
Generess Fe,Noreth-Ethinyl Estradiol/Iron,Allergan Inc.,,,,,,,10956.56,1988,14554.24,2688
Generlac,Lactulose,Morton Grove Ph,5259826.18,264058626.8,4811902.83,240765755.8,4722060.35,216248278.4,3147739.39,128232075.3,1678569.69,72748799.79
Gengraf,"Cyclosporine, Modified",Abbvie US LLC,1862272.14,1685651,2096907.57,1679358,1784922.16,1426052.4,1458238.88,1223745,1272164.83,1091128
Genotropin,Somatropin,Pharmaci/Pfizer,9639677.93,119949.44,11093285.56,127267,13116625.3,140050,17872607.11,170190,18270050.58,144432
Gentak,Gentamicin Sulfate,Akorn Inc.,712270.28,161480.905,709791.72,164091.425,119768.35,22440,91764.04,11848,303262.28,38618.502
Gentamicin Sulfate In Ns,"Gentamicin In NaCl, Iso-Osm",Baxter Healthca,38374.47,754291.6,42252.12,835706.506,30762.14,566567,33169.37,653240,27437.6,715609
Gentamicin Sulfate*,Gentamicin Sulfate,Perrigo Co.*,10548849.39,5015548.187,10750295.68,4615669.489,9045878.8,3886418.15,9308018.37,4140736.073,7522240.6,3495896.35
Gentamicin Sulfate*,Gentamicin Sulfate,Pacific/Greenst,276653.89,214721.5,602575.32,322280.76,1014552.95,533365.1,1455499.29,863133.2,921792.9,572470.6
Gentamicin Sulfate*,Gentamicin Sulfate,Hospira-Novaplu,888.54,39392.686,2274.44,46495,10903.64,80507,4032.1,73435.9,3810.72,35516.87
Gentamicin Sulfate*,Gentamicin Sulfate,Hospira/Pfizer,257468.93,2344583.982,276347.18,2522184.7,269528.12,2453124.571,80984.34,1530324.32,102283.81,1465425.56
Gentamicin Sulfate*,Gentamicin Sulfate,Sandoz,529684.91,290997,530864.72,265893.5,907227.18,455546,710308.61,367537,491187.82,272075
Gentamicin Sulfate*,Gentamicin Sulfate,Fresenius Kabi/,2957.13,5475.1,1505,1905.444,1628.61,1805.41,2096.58,3164.99,205.9,1162
Gentamicin Sulfate*,Gentamicin Sulfate,Cosette Pharmac,,,909455.42,432799,3147477.5,1383959.23,5982713.56,2658680.035,5366861.88,2515796.55
Gentamicin Sulfate*,Gentamicin Sulfate,App/Fresenius K,1144153.39,10732034.02,1061484.97,11112535.09,910199.85,8102339.715,1204237.29,10244015.29,1092086.51,8060915.579
Gentamicin Sulfate*,Gentamicin Sulfate,Akorn Inc.,314136.27,196773.2,246207.28,177570.5,225914.24,142180.5,36719.27,16631.6,13411.37,7010
Gentamicin Sulfate*,Gentamicin Sulfate,Valeant/Bausch,1345664.76,538505.03,1073308.39,556168.7,242094.44,162633.875,45714.92,21144.8,27354.2,21421.48
Gentamicin Sulfate*,Gentamicin Sulfate,Teligent Pharma,,,,,,,475969.77,227931,9369892.26,4594502
Gentamicin Sulfate*,Gentamicin Sulfate,Sola Pharmaceut,,,,,,,,,142030.73,79925
Gentamicin Sulfate*,Gentamicin Sulfate/PF,Fresenius Kabi,17661.67,63553.02,16953.44,51630.54,14220.7,35363.36,30426.01,201997.01,31997.13,115582.04
Genvoya,Elviteg/Cob/Emtri/Tenof Alafen,Gilead Sciences,304326425.4,3520262,689419860.6,7422972,871715329.1,8765751,797201273.2,7659958,755819243.8,6857804
Geodon,Ziprasidone HCl,Pfizer US Pharm,11448379.81,692281,10800678.56,555780,10993190.74,495699,9822386.08,444605,9349287.91,403938
Geodon,Ziprasidone Mesylate,Pfizer/Premierp,,,4352.89,90,32072.81,599.3,39896.93,767,31170.86,564
Geodon,Ziprasidone Mesylate,Pfizer US Pharm,1324858.73,46123.5,1185072.72,36259.6,774861.4,18272.05,663951.69,14315.5,476741.74,9630.5
Gianvi,Ethinyl Estradiol/Drospirenone,Teva USA,229128.74,141569,166235.42,110801,200217.77,158343,180503.56,154127,184699.3,147113
Gilenya,Fingolimod HCl,Novartis,430508283.4,1932498.1,456658191.2,1856992,470215655.4,1764386,468266684,1669751,449518264.3,1513124
Gilotrif,Afatinib Dimaleate,Boehringer Ing.,81093048.92,330364,86672822.35,326061,64538485.67,230625,54054071.04,178768,44968930.79,138040
Givlaari,Givosiran Sodium,Alnylam Pharmac,,,,,,,,,3962651.35,99
Glassia,Alpha-1-Proteinase Inhibitor,Baxalta US Inc.,29915234.45,56474501,33817150.14,64012039,40677669.28,74800876,50140457.28,88864212,56538882,98849170
Glatiramer Acetate,Glatiramer Acetate,Mylan,,,12490957.36,36153,118275596.5,396691,232049077.1,895634.76,212422737.8,794856
Glatopa,Glatiramer Acetate,Sandoz,73160345.2,453970,68224050.24,433672,52099179.69,369133.29,61108124.71,420666,88246254.82,537492.22
Gleevec,Imatinib Mesylate,Novartis,762499936,3558589,490911864.7,2298639,254871603.4,1214046,170260101.1,824655,136345219.7,678460
Gleostine,Lomustine,Nextsource Biot,856004.91,5090,1480265.88,4853,2446470.48,5209,2722671.14,5563,2536477.7,5010
Glimepiride,Glimepiride,Virtus Pharmace,2229527.34,12783867,4168109.88,24612361.5,4500942.43,26841036.2,3230878.99,23593880.5,1772020.01,17685906
Glimepiride,Glimepiride,Solco Healthcar,,,95372.22,548987,536135.97,3010918.9,481975.86,3181374.5,127835.21,943746.5
Glimepiride,Glimepiride,Pd-Rx Pharm,,,,,431.53,2306,1034.52,6163,285.8,1254
Glimepiride,Glimepiride,Mylan Instituti,56862.18,242481,27592.24,103945,34630.82,155249.5,17182.92,72739,4405.71,22493
Glimepiride,Glimepiride,Mylan,331938.68,1421345.5,230170.89,862414,154981.63,740689.5,44185.54,248813,11775.91,86134
Glimepiride,Glimepiride,"Micro Labs USA,",20748.11,111546,4107.57,22945,3145.57,17520,117712.31,835866.5,4063321.31,30412913
Glimepiride,Glimepiride,International L,5516375.95,53506178,5188291.76,49871976,930957.23,9106824,811.6,6013,391.03,2559
Glimepiride,Glimepiride,Teva USA,15356683.65,87217666.23,15822992.14,85469881.5,11387145.43,64377053.94,5325287.12,35888105.72,285745.83,2107691
Glimepiride,Glimepiride,"Gsms, Inc.",,,544.38,2943,3275,21032,3660.31,24957,1153.58,7128
Glimepiride,Glimepiride,Dr.Reddy'S Lab,17644363.72,107539719.1,18275110.36,107850012.7,13620496.86,93120415.5,15382273.33,120467546,26996487.27,206447928.5
Glimepiride,Glimepiride,Bionpharma Inc.,1310047.92,7394895.5,1765137.17,9986023.64,526958.47,3414536.5,147189.12,1305526,5488.47,40253
Glimepiride,Glimepiride,Legacy Pharmace,,,,,4165111.16,43465001,5113189.44,54562214,5013185.72,54111454
Glimepiride,Glimepiride,Accord Healthca,36571782.61,209271694,42439485.97,228991022.5,55058332.45,286170451,48658350.38,310298147,30634297.54,235443029.1
Glimepiride,Glimepiride,Carlsbad Tech,1229958.53,6352963.3,2096690.35,11322985.5,1949034.71,10119588.25,660872.1,4016743.5,944923.36,6346665
Glimepiride,Glimepiride,AHP,13656.04,52324,7816.71,26546.5,2253.27,8037,1702.41,5180.5,1628.98,7138
Glimepiride,Glimepiride,Bluepoint Labor,2333457,11914712.5,2720805.22,12877066.75,2757751.61,13070324.5,2064531.53,11485981,1858023.85,12804256.77
Glipizide,Glipizide,Mylan Instituti,33630.52,188815,26865.02,162464,21979.03,132903.5,14366.62,85961,11871.22,99931.5
Glipizide,Glipizide,Sandoz,12296762.35,167669410.7,12314253.6,170536727,4759657.03,64201187.21,340997.08,4472238.834,53328.43,778955.36
Glipizide,Glipizide,Mylan,1080092.48,10450641.75,501655.25,6352882.5,2124881.17,30317823.7,804472.24,11274017,395908.85,5703388
Glipizide,Glipizide,Major Pharmaceu,,,929.3,6562,4305.17,29751.5,5454.38,33632,3609.54,24787
Glipizide,Glipizide,Legacy Pharmace,3373626.22,62768803,3483671.31,64617931,3371143.53,65483549,2983192.86,63847266,2934060.13,64147819
Glipizide,Glipizide,Avkare,,,,,,,,,786.52,5745
Glipizide,Glipizide,Apotex Corp,17310413.72,228111828.7,17533389.34,242306614.8,26372916.98,368260045.8,39775757.3,519139455.2,37234952.92,549724598.2
Glipizide,Glipizide,Aphena Pharma S,238.32,1440,227.18,1770,164.86,1380,355.7,2482,237.78,1740
Glipizide,Glipizide,Actavis/Teva,7608142.5,109480511.2,6447355.08,106484550.7,7043776.49,91010793.93,2036570.58,27496633.26,1293085.04,19794294.45
Glipizide,Glipizide,Accord Healthca,1696540.56,26082857.64,1932640.63,29198770.67,482872.37,7097761.33,103914.59,1544472.5,58213.8,1082805
Glipizide ER,Glipizide,Zydus Pharmaceu,,,,,13523.37,56710,614252.38,2092120,1435603.83,4200249
Glipizide ER,Glipizide,Rising Pharm,,,5916472.9,21080345,20833999.26,71778274.5,18041241.99,72820697.54,19518532.68,94535988
Glipizide ER,Glipizide,Par Pharm.,16383557.08,61578114.5,18235456.34,58818411.5,19025704.24,65128315.5,15066380.11,56205947,8564937.27,38253326.5
Glipizide ER,Glipizide,Northstar Rx Ll,,,,,,,928555.77,3245351,4835519.72,21050705
Glipizide ER,Glipizide,Aurobindo Pharm,,,,,503996.6,1584606,3536065.79,12635695,10422061.06,44083166.5
Glipizide ER,Glipizide,Actavis/Teva,18353167.07,73583354,23777257.45,86564685.17,22378928.25,82787633.05,26719046.8,95766421.79,14465637.4,64500467.22
Glipizide ER,Glipizide,AHP,101524.97,351703,113681.84,356113,20894.57,65285,14805.94,42355,10361.97,31397
Glipizide XL,Glipizide,Greenstone LLC.,19293037.11,78017992.5,20117582.14,71720752.94,10639140.76,40319354,6689255.59,27818889.5,4441979.74,18145875
Glipizide-Metformin,Glipizide/Metformin HCl,Zydus Pharmaceu,265041.37,583373,6759435.34,13150696,9006924.88,17855881,11818446.6,26578974.61,10096558.9,27827316.5
Glipizide-Metformin,Glipizide/Metformin HCl,Teva USA,15567441.01,28283276,17560930.32,32185429,12675765.03,26653041.5,4033398.84,10388607,1372379.52,3804962
Glipizide-Metformin,Glipizide/Metformin HCl,Heritage Pharma,5376381.09,9503107,1060863.59,1889237,5808676.06,10623616,8197738.2,17894175,7558051.92,21346348
Glipizide-Metformin,Glipizide/Metformin HCl,Avkare,4955.08,9140,5792.39,9740,9502.53,19833,5463.41,32847,864.71,2800
Gloperba,Colchicine,Avion Pharmaceu,,,,,,,,,14676.38,7170
Glucagen,"Glucagon,Human Recombinant",Novo Nordisk,17644364.8,67406.5,16467523.02,59559.5,19077677.78,66515.9,20566488.54,68804,18155988.66,58594
Glucagen,"Glucagon,Human Recombinant",Boehringer Ing.,31397.35,170,11823.29,65,13929.31,76,9045.2,49,15793.7,86
Glucagon Emergency Kit,Glucagon HCl,Fresenius Kabi,,,,,,,,,686615.91,2345
Glucagon Emergency Kit,"Glucagon,Human Recombinant",Eli Lilly & Co.,33664946.67,133463.025,38364279.12,137362.572,36860502.62,126880.806,35721686.66,123232.5,32036906.46,110354.789
Glucophage,Metformin HCl,BMS Primarycare,2905892.16,2258665,2447744.5,1937762,933819.16,692711,253117.24,191066,5468.78,5028
Glucophage XR,Metformin HCl,BMS Primarycare,1703721.31,1680010,1765795.33,1734568,2160029.57,2098252,370156.33,350972,9559.69,9073
Glucotrol,Glipizide,Pfizer US Pharm,292275.21,170841,351634.55,169489,361912.49,155825,334482.28,140165,314418.04,132416
Glucotrol XL,Glipizide,Pfizer US Pharm,1030875.39,606240,1112464.03,547333,1144929.92,493908,967219.13,420414,845440.83,363233
Glumetza,Metformin HCl,Santarus Inc/Sa,118924134.3,1683789.066,73705016.3,1048023,51902191.84,705167,46632697.81,662348,44928542.87,644550
Glyburide,Glyburide,Zydus Pharmaceu,232.64,1406,27331.46,213890,12843.09,69982,1568.14,8432,291.4,1456
Glyburide,Glyburide,"Trupharma, LLC.",2154.88,11016,85988.19,523692,128422.95,636897,43951.15,309562,7399.01,50667
Glyburide,Glyburide,Teva USA,5799220.57,33637000,4423411.47,29981213,4477137.17,26578417.5,4542370.44,25831116,4682120.98,26652981.4
Glyburide,Glyburide,Nivagen Pharmac,,,,,,,10964.83,53572,36677.81,217031
Glyburide,Glyburide,Mylan Instituti,3057.27,11667,2386.06,9112,1718.14,7130.5,1525.15,5892,886.37,4171
Glyburide,Glyburide,Mckesson Packag,2814.03,11729,1400.23,7131,931.65,5056,1429.39,6370,402.85,2121
Glyburide,Glyburide,Heritage Pharma,1608569.89,7706400,1145294.2,6407280.5,1188648.68,5921873,1533936.36,8161699,1928809.77,10224398.5
Glyburide,Glyburide,Aurobindo Pharm,1178813.38,5429031,1019145.89,5763426,1067649.72,4719116.5,565614.19,2777880.5,43222.06,210993
Glyburide Micronized,"Glyburide,Micronized",West-Ward/Hikma,56937.74,349310,75350.01,557199,96299.22,790899,108624.42,902215,18595.33,128428
Glyburide Micronized,"Glyburide,Micronized",Teva USA,238268.18,1471096.5,161147.4,1217922,104213.56,751795.5,92214.75,677048,214254.12,1212871
Glyburide-Metformin HCl,Glyburide/Metformin HCl,Heritage Pharma,26261,164338,9644.26,61073,4000.33,28338,2179.9,18964,1826.63,12135
Glyburide-Metformin HCl,Glyburide/Metformin HCl,Aurobindo Pharm,1884797.19,13588601.5,1292213.94,11216257.5,1057333.39,9257347.3,949438.13,8579066.5,1068345.78,8129343
Glyburide-Metformin HCl,Glyburide/Metformin HCl,Rising Pharm,944347.05,6385773,802860.82,6917773.5,843701.44,6794788.5,844086.23,6813536.5,903781.05,6719457
Glyburide-Metformin HCl,Glyburide/Metformin HCl,Actavis/Teva,157961.12,1007449,113479.61,684937,71667.86,505744,54814.56,406197,45575.51,357984
Glycate,Glycopyrrolate,Carwin Associat,,,,,6509.97,1275,85876.22,16984,92935.43,18196
Glycopyrrolate*,Glycopyrrolate,West-Ward/Hikma*,179761.33,26350,165275.28,22097,75627.95,12623,73541.31,16642,30772.17,5672
Glycopyrrolate*,Glycopyrrolate,Somerset Therap,,,13929.47,2158,71820.4,10615,30734.36,6630,20695.29,5859
Glycopyrrolate*,Glycopyrrolate,Solco Healthcar,,,,,,,,,705.38,251
Glycopyrrolate*,Glycopyrrolate,Rising Pharm,624166.81,1050077.968,571538.85,1000801.5,855791.49,1535739,439323.9,686446,51918.3,84078
Glycopyrrolate*,Glycopyrrolate,Par Pharm.,3931093.07,6950468.17,3140535.35,5389179.5,2980851.52,5051276.33,3390669.23,5514487.5,3507497.04,5534992.5
Glycopyrrolate*,Glycopyrrolate,Meitheal Pharma,,,,,,,,,5206.07,1637
Glycopyrrolate*,Glycopyrrolate,Major Pharmaceu,,,4375.63,9545,1106.47,2658,931.13,1776,10486.81,22519
Glycopyrrolate*,Glycopyrrolate,Fresenius Kabi,,,,,,,4888.06,843,10510.71,1959
Glycopyrrolate*,Glycopyrrolate,Quinn Pharmaceu,801711.43,1359854.26,1566695.47,2525684.99,270360.78,401412.5,161068.34,307499,300287.98,489621
Glycopyrrolate*,Glycopyrrolate,Foxland Pharmac,,,,,,,101699.98,2640,267287.12,6840
Glycopyrrolate*,Glycopyrrolate,Leading Pharma,490634.47,912062.5,852037.95,1378228,666957.69,969328,664109.18,973222,422947.68,700453.5
Glycopyrrolate*,Glycopyrrolate,Excellium Pharm,525423.91,933939,93227.54,159018,38918.26,61244,20266.86,31487,13625.87,23739
Glycopyrrolate*,Glycopyrrolate,Northstar Rx Ll,,,,,,,,,4077.32,610
Glycopyrrolate*,Glycopyrrolate,Dr.Reddy'S Lab,64467.88,115830,37513.53,64058,24924.2,50370,19993.88,46274,16236.06,33858
Glycopyrrolate*,Glycopyrrolate,Bluepoint Labor,,,,,1744.54,206,7900.19,751,4803.39,627
Glycopyrrolate*,Glycopyrrolate,Aurobindo Pharm,251952.6,568413.5,1154750.3,2397081,1743256.34,3729636,2065376.61,4370926.571,1899103.17,4069300
Glycopyrrolate*,Glycopyrrolate,Amneal Bioscien,,,4517.64,922,17084.5,2885,41660.82,7648,26435.02,4233
